tweetid,authorid,content,lang,date,source,geo,retweetcount,likecount,quotecount
1554369624111734785,1217760894563897345,"ObviouslyOnTop majesticalking MccallJelil MrFilipeOrlando Ronaldo ucl competition top goal scorer That's one competition many talk highest goals football history , mins per goal , Messi still best regard",en,20220802T07 32 51 000Z,Twitter Android,,0,0,0
1554369575164198912,2355059524,"sportbible real Ronaldo better, R9 CR7",en,20220802T07 32 40 000Z,Twitter Android,,0,0,0
1554369572488216578,1342606239390380033,Daviskingsley2 SteveH4422 SensibleUtd 50% salary still makes one highest paid player top clubs one paying soon 38 year old even Ronaldo ,en,20220802T07 32 39 000Z,Twitter Android,,0,0,0
1554369512341897217,748853535668830208,People call Ronaldo GOAT sexually attracted ,en,20220802T07 32 25 000Z,Twitter Android,,0,0,0
1554369494700654592,1324620286956867584,EPL Murphy slams C Ronaldo storming Old Trafford //t co/97xMVu5Ert,en,20220802T07 32 20 000Z,Twitter Android,,0,0,0
1554369479764844544,1324674918265593856, % amp % Top 6 Players amp Teams drafthound Salah 58% Kane 58% Ronaldo 55% Darwin 50% Son 48% Vardy 48% MCI 41% LEI 39% NEW 38% TOT 37% CHE 37% LEE 36% FPLCommunity,en,20220802T07 32 17 000Z,Twitter iPhone,06cb7db38dd5f950,0,0,0
1554369447552581634,1544689076871303170,"sportbible else,the king Bernabeu,Cristiano Ronaldo",en,20220802T07 32 09 000Z,Twitter Android,,0,0,0
1554369416967716865,2364078812,Premier league starts soon… still playing Russian roulette Barca De jong still arguing Ronaldo issue ManUtd ,en,20220802T07 32 02 000Z,Twitter iPhone,,0,0,0
1554369407001952256,719718188,"Since 07/08 Messi, Ibra Ronaldo scored goals outside box pjanic ",en,20220802T07 32 00 000Z,Twitter iPhone,,0,0,0
1554369384864690177,174961585,"mohWHO vincenzom1225 juvefcdotcom I critical since kicked Beppe got Ronaldo Since downhill great fan Cherubini/Arrivabene Top clubs get proven experts SD role, got another Agnelli favourite, Elkan hatcheman, new roles ",en,20220802T07 31 54 000Z,Twitter Web App,,0,0,0
1554369362244640768,436141986,Ronaldo punished Man Utd despite leaving match early ,en,20220802T07 31 49 000Z,Echobox,,0,0,0
1554369354623598592,1486395704385941509,So CR7 playing Europa league ManUtd ,en,20220802T07 31 47 000Z,Twitter iPhone,,0,0,0
1554369346390347776,3752070023,Iamshiyad Ronaldo club slave Its fault doesn’t want play losers ,en,20220802T07 31 45 000Z,Twitter iPhone,,0,0,0
1554369327071215617,748853535668830208,If tell Ronaldo better Messi don't know ball Simple ,en,20220802T07 31 41 000Z,Twitter Android,,0,0,0
1554369311518736384,353797659,"theMadridZone marca I gladly take CR7, Werner, RDT, Cavani",en,20220802T07 31 37 000Z,Twitter Android,,0,0,0
1554369308209340416,1451424143614873600,GhanaRonaldo Okay doctor ,en,20220802T07 31 36 000Z,Twitter iPhone,,0,0,0
1554369298373947392,1294914494,"That's one way announce First thing I thought I saw 'Imagine reaction Messi, Ronaldo Zlatan goal world class can't wait see damage causes season ",en,20220802T07 31 34 000Z,Twitter Web App,,0,0,0
1554369270607482881,794844479840780288,"AngryManBirdApp fergiesperch ArtemisPhoenixx JACFT1 UtdXclusive rioferdy5 Playing Ronaldo dross means bit standards lacking again, Man City dominat us means things better us whilst keep clapping hands useless stats wake TF ",en,20220802T07 31 27 000Z,Twitter Android,,0,0,0
1554369255826944001,1063007570393100288,"Ronaldo again, headband ",en,20220802T07 31 24 000Z,Twitter Web App,,0,1,0
1554369236486819840,1415625020076871684,FutKaiden FUTonyStark Messi fan ronaldo net worth 1B btw ,en,20220802T07 31 19 000Z,Twitter iPad,,0,0,0
1554369222419091458,538968074,Ronaldo didn't even get fade He's bad ,en,20220802T07 31 16 000Z,Twitter Android,,0,0,0
1554369215011983360,1496797986029985798,"Vkigi least 3 players, winger, can't starting Elanga 2nd choice one wingers injured Middlefielder striker too, Ronaldo complications ",en,20220802T07 31 14 000Z,Twitter Android,,0,0,0
1554369197391728642,774684339087048705,It seems guess united finish 4th/5th UEL winner Semifinalist Carabao FACup Jadon Sancho player season Fred surprising player Significant number writers still back Ronaldo stay even top goal scorer ,en,20220802T07 31 10 000Z,Twitter Android,,0,0,0
1554369195390996480,1061670354001821702,"Sana66274257 MadridPreeti don't care man Difference Messi Ronaldo this, Messi quality Ronaldo quantity expect everyone going 2nd best could settle best Aside goals, else Ronaldo waiting",en,20220802T07 31 09 000Z,Twitter Android,,0,0,0
1554369184813006849,1543349139211276289,GhanaRonaldo Show us err,en,20220802T07 31 07 000Z,Twitter iPhone,,0,0,0
1554369170690670594,876821080937254912,"Video Cristiano Ronaldo – Ten Hag, first facetoface tense clash middle the game ",en,20220802T07 31 03 000Z,WordPress com,,0,0,0
1554369151057158145,1344792186500603904,BoluwatifePaul2 Khaljrsoleth SeanGillen9 Ronaldo donated legs person polio 2016 fake legs amp that's can't playmaking anymore ,en,20220802T07 30 59 000Z,Twitter iPhone,,0,1,0
1554369150688141314,1390455102021021703,Efuaampofoa GhanaRonaldo thepowderguy1 Stevemensa MaameAmaAdoma Kayjnr10 Fiifibrew YawAmpofo julietbawuah AddyMavis Welcome,en,20220802T07 30 58 000Z,Twitter Android,,0,0,0
1554369108375998464,254441993,"If ever asked greatest footballer is, tell it's person looked imitated peers younger generation Messi CR7 FIFA",en,20220802T07 30 48 000Z,Twitter Android,01b68e946ba11520,0,0,0
1554369087421161473,1413800950846922757,"UnderConstruc11 fergiesperch ArtemisPhoenixx JACFT1 UtdXclusive rioferdy5 bellends go trophy drought piss Yes fans want win trophies, we've really poor decade plan place Sanchez, Di Maria, Pogba Ronaldo ,all complete waste money kept us back making progress",en,20220802T07 30 43 000Z,Twitter Android,,0,0,0
1554369058371301377,1285650301706399746,L5AliveWaIz markgoldbridge think might referencing ronaldo slander,en,20220802T07 30 36 000Z,Twitter iPhone,,0,1,0
1554369045809442816,1393548718448603136,Stats comparison Lionel Messi Man Utd's Ronaldo's stats finals reveals winner ,en,20220802T07 30 33 000Z,dlvr it,,0,0,0
1554368987202723842,1361220981654573057,"he wants Glazers spend Every year 150M , Clown Even Last season Spend 150M 80 Sancho 55 Varane Ronaldo 20 ",en,20220802T07 30 19 000Z,Twitter Android,,0,0,0
1554368985621139457,141176802,MadeiraCakes Ronaldo never loved Manchester United ,en,20220802T07 30 19 000Z,Twitter iPhone,,0,0,0
1554368935998504960,1243986328305512448,Let’s get fact right Pls someone constructively convince accurate facts Ronaldo Prem legend WaruiJohn2,en,20220802T07 30 07 000Z,Twitter Android,,0,1,0
1554368930260606976,232245390,"Good Morning Transfers 9am SSN Chelsea's interest Marc Cucurella, Leicester sales Maddison, Arsenal's incomings, Spurs sales, West Ham's spending, Ronaldo go goes amp much ",en,20220802T07 30 06 000Z,Twitter Web App,,1,8,0
1554368899646365697,4349782881,MANCHESTER UNITED punish Cristiano Ronaldo leaving Old Trafford ten minutes early Sunday wantaway Portuguese star made return action Red Devils drew 11 Rayo Vallecano at Theatre Dreams ,en,20220802T07 29 59 000Z,Twitter Android,,0,0,0
1554368880042188801,1325500134021451776,Mercato Cristiano Ronaldo wants leave Manchester United Lionel Messi media ,en,20220802T07 29 54 000Z,IFTTT,,0,0,0
1554368871196418048,1325500134021451776,Cristiano Ronaldo made big decision future ,en,20220802T07 29 52 000Z,IFTTT,,0,0,0
1554368869652889600,1481540663724359682,markgoldbridge Except name Ronaldo,en,20220802T07 29 51 000Z,Twitter iPhone,,0,1,0
1554368830822141952,1534808553567006721,BBNaija Groovy says doesn’t tattoo Cristiano Ronaldo Myafridaily,en,20220802T07 29 42 000Z,Twitter Web App,,0,0,0
1554368800258248706,1521247012401946625,DailyPostNGR Cristiano Ronaldo safe Jesus name,en,20220802T07 29 35 000Z,Twitter Android,00817d75276a95cf,0,1,0
1554368759883866112,2173817338,"commonW yodehveen moltres1309 SK10Football Moltres, it’s literally topic Ronaldo help United Don’t come stupid “If Ronaldo played scored goals…” bullcrap, hadn’t played someone else would, United fine without ",en,20220802T07 29 25 000Z,Twitter iPhone,,0,0,0
1554368743639244801,1506357515977695232,"szmopb rioferdy5 players mentioned score 10 natural ability, still argue CR7 output important If achieve 10, could difference turning 6 draws 6 wins, need build something team, individuality ",en,20220802T07 29 21 000Z,Twitter iPhone,,0,0,0
1554368722139287554,1450181091269152772,Efuaampofoa GhanaRonaldo thepowderguy1 Stevemensa MaameAmaAdoma Kayjnr10 Fiifibrew YawAmpofo julietbawuah AddyMavis Efuaampofoa I get ur pictures,en,20220802T07 29 16 000Z,Twitter Android,,0,0,0
1554368710076407808,1272261654093410313,markgoldbridge idiot CR7's body language clear want take orders wants ,en,20220802T07 29 13 000Z,Twitter Android,,0,0,0
1554368669161082880,1282770837385498627,"EuropaLeague If can’t beat lower Spanish sides , Brighton win easily Ronaldo goes, they’re done None signings make think they’ll better Midtable",en,20220802T07 29 04 000Z,Twitter iPhone,,0,0,0
1554368666010931203,1912522274,Louis Saha turns Cristiano Ronaldo ️ ️ Bet via ⟶ √ ,en,20220802T07 29 03 000Z,dlvr it,,0,0,0
1554368641440923648,1289893395662548992,invisiblemanfpl ClemBobby82 Rashford gamble way ETH start Ronaldo United fairly fluid Diaz missing Saturday IMO it’s worth saving 1 5m Move James Robbo safe bet 180 points Great form bend last season Chelsea sketchy ATM Bailey Dasilva ,en,20220802T07 28 57 000Z,Twitter iPhone,,0,1,0
1554368636416147457,1330269493667491843,jayv3 BayernLM10 Ronaldo pre assist pre pre assist 2018 ,en,20220802T07 28 56 000Z,Twitter iPhone,,0,1,0
1554368632183996416,1268903406435020801,coco002 Ekitipikin Messi/Ronaldo I’m ,en,20220802T07 28 55 000Z,Twitter iPhone,,0,0,0
1554368617512419331,1413800950846922757,"UnderConstruc11 fergiesperch ArtemisPhoenixx JACFT1 UtdXclusive rioferdy5 Well 1 team win league season, city dominant us quite time don't really think playing Ronaldo automatically mean better them,do you",en,20220802T07 28 51 000Z,Twitter Android,,0,0,0
1554368550734807040,2180389757,LM7joe10 MrFilipeOrlando also 2009 Chelsea robbery u think Messi would won ballondor without robbery got amazing dribbling passing left footanf PR that's think better Ronaldo,en,20220802T07 28 35 000Z,Twitter Android,,0,0,0
1554368550172778496,4673172180,"5tephenTownsend Faham24581587 TenHagBalI UtdXclusive rioferdy5 Yes scored attackers point last season, Ronaldo literally striker available It's simple logic ",en,20220802T07 28 35 000Z,Twitter Android,,0,0,0
1554368527313821696,2531270283,Arguing united fan who's supportive Ronaldo's actions towards club Please better things do,en,20220802T07 28 30 000Z,Twitter iPhone,,0,0,0
1554368480807231489,1529475762990247936,"UnitedStandMUFC In De Jong, Sesko Ronaldo, Chong, Telles, AWB",en,20220802T07 28 19 000Z,Twitter iPhone,,0,0,0
1554368416123088897,1294393983032934400,"It's words used Simple mfs bring UCL Camp Nou thing every Messi genuinely gave someone brings words spoken Ronaldo him, it's PR Stfu ",en,20220802T07 28 03 000Z,Twitter Android,,0,0,0
1554368415082708993,1476882252327964675,spiriituaL Ekitipikin FA4F0EA Left Man U cause Ronaldo likes display lol,en,20220802T07 28 03 000Z,Twitter Android,,0,0,0
1554368394136547328,238487955,"ciatronicc1 Lewandowski, Messi, Ronaldo etc still killing ""old age"" maybe life happened beast ",en,20220802T07 27 58 000Z,Twitter Android,,0,0,0
1554368377543659520,356312021,MattRugrat sensibledevil It's player hate FC I've done state facts happened scored 121 goals season Ronaldo joined That's fact It happened If want believe players never score goals without Ronaldo it's based nothing,en,20220802T07 27 54 000Z,Twitter Android,,0,0,0
1554368368571912192,1414177407435636737,"SK10Football unbiased It's 2 different situations, Ronaldo 's bad came loss ghosting compared Messi came winning game body language won't same",en,20220802T07 27 52 000Z,Twitter Android,,0,2,0
1554368275034816512,77229879,FinaNapoleon Ronaldo ,en,20220802T07 27 30 000Z,Twitter Web App,,0,0,0
1554368262602985472,1499779555518783493,Cristiano Ronaldo made big decision his future ,en,20220802T07 27 27 000Z,WordPress com,,0,0,0
1554368259335634944,1494779755291422723,Manchester United Cristiano Ronaldo stays ManUtd CristianoRonaldo ,en,20220802T07 27 26 000Z,Twitter Android,,0,0,0
1554368239211352064,1297332705504440328,"jayv3 2/8 big finals, ronaldo 1/1 cdr classico messi 0/2",en,20220802T07 27 21 000Z,Twitter iPad,,0,1,0
1554368227966418944,945142958520709120,"AlTukur433 IamMrYANG ManUtd I agree though, Ronaldo might stay hasn’t signed club deal yet transfer window closing soon",en,20220802T07 27 18 000Z,Twitter iPhone,,0,0,0
1554368226200457216,1527517471581868041,"Man Utd transfer news LIVE Frenkie de Jong FINAL bid latest, Cristiano Ronaldo admission, Tielemans interested ",en,20220802T07 27 18 000Z,dlvr it,,0,0,0
1554368220416671746,2168639010,ronaldohommel Join new active group thank later ,en,20220802T07 27 17 000Z,Twitter Android,,0,0,0
1554368194785476610,1457282150722686976,"EPL can’t Guardiola, Klopp – Ronaldo fire latest behaviour ",en,20220802T07 27 11 000Z,WordPress com,,0,0,0
1554368194667749377,1487234370419179527,Of course Goat CR7 ,en,20220802T07 27 11 000Z,Twitter iPhone,,0,0,0
1554368191719059456,1527517471581868041,Man Utd news Cristiano Ronaldo price demanded Christian Eriksen hits critics ,en,20220802T07 27 10 000Z,dlvr it,,0,0,0
1554368182839918593,1492588460988895234,UtdMeeran Player season C Ronaldo stays Lisandro Martinez Flop season Mctominay improved Player Martial Biggest regresser Maguire Unsung hero Sancho Eriksen Signing season Lisandro Martinez Maybe De jong comes ,en,20220802T07 27 08 000Z,Twitter Android,,0,0,0
1554368179903729664,413428207,EPL Cristiano Ronaldo attack leaving Old Trafford ,en,20220802T07 27 07 000Z,dlvr it,,1,14,0
1554368173671174145,1461987898597781511,Oh Henry beware Mr Ronaldo PR man coming today know know MR markgoldbridge ,en,20220802T07 27 06 000Z,Twitter Android,,0,0,0
1554368156470231041,1028593244475715584,"MrFilipeOrlando I've always said this, it's always Ronaldo Vs world Messi always everything handed create whole different award 20/21 season lewandowski could give balloon dor Messi says ",en,20220802T07 27 01 000Z,Twitter Android,,0,0,0
1554368128037027840,919872061287424000,"EPL can’t Guardiola, Klopp – Ronaldo fire latest behaviour ",en,20220802T07 26 55 000Z,WordPress com,,0,0,0
1554368090636374017,1547171971552665600,"️ Jose Mourinho ""It's much harder Cristiano Ronaldo Lionel Messi "" //t co/dUUTbDMvjV",en,20220802T07 26 46 000Z,Twitter Android,,0,0,0
1554368084252786689,840693534499958785,Ronaldo GOAT TalkYourTalk CR7,en,20220802T07 26 44 000Z,Twitter Android,,0,0,0
1554368068645982208,1051882621,UtdPlug If Ronaldo plays game,en,20220802T07 26 40 000Z,Twitter Android,,0,0,0
1554368045069602816,1507244444503969793,"Ronaldo asked first guy make run going give diagonal pass, ",en,20220802T07 26 35 000Z,Twitter iPhone,,0,0,0
1554368025914183682,2180389757,"LM7joe10 MrFilipeOrlando far ahead Ballondor v take 2 Ronaldo ranked times Messi golden Boots Ronaldo top scorer FOOTBALL HISTORY playmaker awards , Ronaldo uefa toty mid 5 times trophyWith Portugal won 2 If v ignr ballondor iniesta vvd lewa ",en,20220802T07 26 30 000Z,Twitter Android,,0,0,0
1554367975444123649,1430787832889679873,Speedy1011 SydneyIKS CR7 stance,en,20220802T07 26 18 000Z,Twitter Android,,0,0,0
1554367965205757952,1315407979139784704,Ronaldo GOAT TalkYourTalk CR7,en,20220802T07 26 16 000Z,Twitter Android,,0,0,0
1554367884679430145,1254609891219701761,thegoat10leo davidme05506158 TimelineCR7 Dude messi spent 15 years laliga Ronaldo spent 9,en,20220802T07 25 57 000Z,Twitter iPhone,,0,0,0
1554367853297651717,24940434,AlternativeMUFC Lol I'd Errikson put together play 11 players cavani cause attitude Greenwood Ronaldo obviously huge loss fuck em,en,20220802T07 25 49 000Z,Twitter Android,,0,0,0
1554367850663628802,1223383426553778176,"EPL can’t Guardiola, Klopp – Ronaldo fire latest behaviour ",en,20220802T07 25 49 000Z,IFTTT,,0,0,0
1554367845974380544,1223383426553778176,EPL However big – Murphy slams Cristiano Ronaldo leaving Old Trafford ,en,20220802T07 25 47 000Z,IFTTT,,0,0,0
1554367828370800641,1466099452805066752,Cristiano Ronaldo left end game Rayo Vallecano ,en,20220802T07 25 43 000Z,WordPress com,,0,0,0
1554367731603996672,1409786136323575812,"oh wait minute that’s convenient, according r€tards like ronaldo single handedly took 2nd 6th wait happens it’s teams fault suddenly i’m ",en,20220802T07 25 20 000Z,Twitter iPhone,,0,0,0
1554367731016732672,1457282150722686976,EPL Cristiano Ronaldo attack leaving Old Trafford ,en,20220802T07 25 20 000Z,WordPress com,,0,0,0
1554367730152837122,1347309844110446598,VettelAMR Don’t care Post Messi slander Ronaldo prop ,en,20220802T07 25 20 000Z,Twitter iPhone,,0,0,0
1554367713618939905,1552542826785026049,“From Cristiano Ronaldo’s point view bit unrealistic” ,en,20220802T07 25 16 000Z,WordPress com,,0,0,0
1554367703825121283,1851234398,Mr129v StrizzleSports TimelineCR7 I don't understand haters still follow CR7 In hate he's still going n ,en,20220802T07 25 14 000Z,Twitter Android,,0,0,0
1554367674527907840,1061670354001821702,"cr7raprhymes ESPNFC Ronaldo always favour fan base huge fan base means good marketing clubs try capitalize player wonder Perez dictated wins Ballon d left, Perez handed modric",en,20220802T07 25 07 000Z,Twitter Android,,0,0,0
1554367619414753281,714681248,Don’t Selfish Future –Saha Warns Ronaldo ,en,20220802T07 24 53 000Z,WordPress com,,0,0,0
1554367614834511872,919872061287424000,EPL Cristiano Ronaldo attack leaving Old Trafford ,en,20220802T07 24 52 000Z,WordPress com,,0,0,0
1554367610254508032,1199464680739287040,"DougieCritchley Whether Ronaldo left still need sign striker, I picking one I'd rather someone develop great player rather someone doesn't fit system decline age",en,20220802T07 24 51 000Z,Twitter Android,,0,0,0
1554367605598740485,406486123,UtdDistrict ManuSainz Ronaldo serious work bdat,en,20220802T07 24 50 000Z,Twitter Android,,0,0,0
1554367601014411264,1525106382638403584,"Funny videos penalty shoot match, realmadrid manchester arsenal messi ronaldo cr7 football livepool barcelona premierleague ",en,20220802T07 24 49 000Z,Twitter Android,,0,0,0
1554367565929058304,711961067254116352,"City got Haaland Arsenal acquired Jesus Liverpool got Salah, Nunez, Diaz Jota United got RONALDO Chelsea FootballSavingsGoals",en,20220802T07 24 41 000Z,Twitter Android,,0,10,0
1554367439798169600,1530440190468435968,espn FOXSports obsessed criticizing Cristiano Don’t know unhealthy bloke writing articles whole world knows kind athlete CristianoRonaldo CR7 Ronaldo portugal euro eu madrid england football soccer,en,20220802T07 24 11 000Z,Twitter iPhone,,0,0,0
1554367438476775430,899639218288328705,GhanaRonaldo I want know ,en,20220802T07 24 10 000Z,Twitter iPhone,,0,0,0
1554367350123937792,1516466416211619840,"cassiansconnor I think depends interests Kim K might popular person consume pop media you're pop culture, isn't sports, everyone knows messi ronaldo don't follow sports all, won't know",en,20220802T07 23 49 000Z,Twitter iPhone,,0,2,0
1554367348152442882,1389558452779900933,talkSPORT henrywinter It’s true u guys can’t without running negative opinions Ronaldo I say Ronaldo reason u still remain relevant,en,20220802T07 23 49 000Z,Twitter iPhone,,0,0,0
1554367308835209216,1173230750197403648,JanAageFjortoft ViaplayFotball I watch ESPN FC today It possible CR7 Chelsea JanAageFjortoft JanAageFjortoft JanAageFjortoft,en,20220802T07 23 39 000Z,Twitter Android,,0,0,0
1554367300542906368,1548302783605985282,FPLbeard86 FPLQ Thanks mate Appreciate I know Martial could risky he’s explosive I’d feel better Ronaldo put us misery left,en,20220802T07 23 37 000Z,Twitter iPhone,,0,1,0
1554367277918822401,2628063251,Ronaldo GOAT TalkYourTalk CR7,en,20220802T07 23 32 000Z,Twitter Android,,0,0,0
1554367263779733505,2307913190,ManUtdMEN goat cr7 king,en,20220802T07 23 29 000Z,Twitter Web App,,0,0,0
1554367244980862977,1199464680739287040,"DougieCritchley I think it's worse probably shouldn't even first choice season, based Martial's pre season Ronaldo's lack desire club I'd rather get rid sign young striker cover Tony doubting he's still good ideal EtH ",en,20220802T07 23 24 000Z,Twitter Android,,0,0,0
1554367207735533568,1505464897496395777,mahmmadd visiting Old Trafford little 1 1 Ronaldo ,en,20220802T07 23 15 000Z,Twitter Android,,0,0,0
1554367197010661376,1319233667563225088,ManUtdMEN Enough Ronaldo saga without Ronaldo pre seasons I strongly believe without intends leave ,en,20220802T07 23 13 000Z,Twitter Android,,0,0,0
1554367152257474560,428379356,omosalewasmiles even put Ronaldo first picture auzubilahi,en,20220802T07 23 02 000Z,Twitter Android,,0,0,0
1554367102739705856,365278737,ronaldohommel Scronty pseudonym associated Win32 assembly community never linked Bitcoin,en,20220802T07 22 50 000Z,Twitter iPhone,,0,0,0
1554367075652513792,1418465261670252551,TimelineCR7 relief CR7 fans finally,en,20220802T07 22 44 000Z,Twitter Android,,0,0,0
1554367073559744513,1533396331951230976,"WinsAndTies Flashboicfc DeadlineDayLive NathanGissing Infact Messi, Ronaldo, Haaland, De Bruyne Virgil Van Dijk combined course he’s worth £800m",en,20220802T07 22 43 000Z,Twitter iPhone,,0,0,0
1554367043088039938,1370033889117409280,"ucompetence rharris16 nocontextunited ETH isn't saying Garner first choice MF Let young lad learn, Ronaldo end past learning ",en,20220802T07 22 36 000Z,Twitter Android,,0,0,0
1554367030064709632,1387033907355439107,"Khaljrsoleth Lol, one video benchmark say I understand bro Khalid Zaria says Ronaldo finished ",en,20220802T07 22 33 000Z,Twitter Android,,0,0,0
1554366975408840705,1061670354001821702,cr7raprhymes ESPNFC Messi alone won Ballon d based individuality Cr7 never won 5 Ballon meant best player best player doesn't come team won UCL 4 cr7 ballon d ors came coz UCL robbed ribery,en,20220802T07 22 20 000Z,Twitter Android,,0,0,0
1554366934954672128,1389883246192828420,brunonwogu Nothing beats feeling making money love One example person CR7 Boiii even He's paid still play football He's enjoying getting paid heavily thats life,en,20220802T07 22 10 000Z,Twitter Android,,0,1,0
1554366889924648960,52947651,MikeLUHG2 agenda fuelled ronaldo wrong shows kinda standard life bro ,en,20220802T07 21 59 000Z,Twitter Android,,0,0,0
1554366869825536000,1220768525591203841,"Efuaampofoa GhanaRonaldo thepowderguy1 Stevemensa MaameAmaAdoma Kayjnr10 Fiifibrew YawAmpofo julietbawuah AddyMavis What's programme time school resumes, I listening",en,20220802T07 21 55 000Z,Twitter Android,,0,0,0
1554366851181862914,1402620659381985284,MUFCluke95 PromesLFC Ronaldo,en,20220802T07 21 50 000Z,Twitter Web App,,0,0,0
1554366832802500609,993512422341271552,"talkSPORT henrywinter I get CR7 brings goals, going disrupt squad behavior last thing ETH needs 1st season hasn't behaving like professional throughout summer transfer window need leave soon",en,20220802T07 21 46 000Z,Twitter Android,,0,0,0
1554366830487212033,112789534,I blame Ronaldo one else ,en,20220802T07 21 45 000Z,Twitter iPhone,,0,0,0
1554366820030861312,1505464897496395777,mahmmad visiting Old Trafford little 1 1 Ronaldo ,en,20220802T07 21 43 000Z,Twitter Android,,0,0,0
1554366800338423808,1418465261670252551,"MrFilipeOrlando It's PR it's sense, CR7 mad fans don't have",en,20220802T07 21 38 000Z,Twitter Android,,0,0,0
1554366717719101440,1399519014519513088,"Ronaldo living rent free many called fans heads right Is treat legend, let alone one greatest players ever play game ‍♀️ toxicity fan base never ceases amaze disgust equal measure ",en,20220802T07 21 18 000Z,Twitter iPhone,,0,0,0
1554366710609858560,1466886975831650304,‘It’s good look’ – Cristiano Ronaldo punished Man Utd despite leaving early preseason clash | The Sun ,en,20220802T07 21 17 000Z,WordPress com,,0,0,0
1554366686890967040,1387033907355439107,"WizkidPolice Khaljrsoleth SeanGillen9 passing Cr7 yardstick build confidence rest baseless agenda fine none talk, small issh like Hell let lose",en,20220802T07 21 11 000Z,Twitter Android,,0,0,0
1554366676292059136,1413774969260199936,cavanihiveee man scored less 5 goals Ligue 1 playing Mbappe Neymar Ronaldo scored 18 goals playing Elanga disoriented Man Utd team toughest league Europe I know GOAT ,en,20220802T07 21 09 000Z,Twitter iPhone,,0,0,0
1554366634860609536,1276926381809696768,"Lilmou3 Oyindamoladey4u choolodgm carrillo69 TenSlag Stfu man, Aside goalscoring, age Ronaldo plays football like scared 16 years old Defending nonsense ",en,20220802T07 20 59 000Z,Twitter iPhone,,0,0,0
1554366607220146178,194351058,Enrayy Better Ronaldo,en,20220802T07 20 52 000Z,Twitter Android,,0,0,0
1554366593987215361,4673172180,DavidShawFooty MikeLUHG2 Yeah Rio always CR7's back thankfully ,en,20220802T07 20 49 000Z,Twitter Android,,0,0,0
1554366579776753666,1476856767006994432,"Few days ago, Cristiano Ronaldo broke young fans phone stadium Last night, young fan taken away security Messi stopped boy take selfie Choose GOAT wisely ",en,20220802T07 20 46 000Z,Twitter Android,,4,34,1
1554366565872816135,1138239183632420865,"Man Utd transfer news LIVE Frenkie de Jong FINAL bid latest, Cristiano Ronaldo admission, Tielemans interested ",en,20220802T07 20 42 000Z,WordPress com,,0,0,0
1554366549129043968,1390262652253966337,JohnnyDenisBar1 I'm surprised signed three tbh I don't expect unless Ronaldo goes ,en,20220802T07 20 38 000Z,Twitter Android,,0,0,0
