tweetid,authorid,content,lang,date,source,geo,retweetcount,likecount,quotecount
1554369750175780864,936125201540149248,“Only Lionel Messi more” every category ,en,20220802T07 33 21 000Z,Twitter iPhone,,0,0,0
1554369704265129984,719822976829546497,vikramsuresh10 psychronicles Balls Riqui actually talent time probably player could play passes cut defence apart Messi Busi Think without bias abeg He's gone shit players better didn't consider loan moves ,en,20220802T07 33 10 000Z,Twitter Android,,0,0,0
1554369683473645568,1124462707355181056,"cr7raprhymes ESPNFC Messi winning everything, blame Even Messi become Portuguese now, blame President bringin GOAT CR's country ",en,20220802T07 33 05 000Z,Twitter Android,,0,0,0
1554369634563940361,1529031568659980288,ronaldowarrior TimelineCR7 Messi won treble Barca 2015 ,en,20220802T07 32 54 000Z,Twitter Android,,0,0,0
1554369624111734785,1217760894563897345,"ObviouslyOnTop majesticalking MccallJelil MrFilipeOrlando Ronaldo ucl competition top goal scorer That's one competition many talk highest goals football history , mins per goal , Messi still best regard",en,20220802T07 32 51 000Z,Twitter Android,,0,0,0
1554369553505058817,826713582,PSG without Mbappe much much better chemistry Messi Neymar far better Mbappe plays individual game lot ,en,20220802T07 32 35 000Z,Twitter iPhone,,1,1,0
1554369407001952256,719718188,"Since 07/08 Messi, Ibra Ronaldo scored goals outside box pjanic ",en,20220802T07 32 00 000Z,Twitter iPhone,,0,0,0
1554369338257412097,1432286945774907394,"| PSG want renew Leo Messi's contract, FC Barcelona want start conversations coming months amp MLS also option decide January/February FabrizioRomano [️]",en,20220802T07 31 43 000Z,Twitter Android,,0,0,0
1554369327578730497,1013836133602594817,Messi GOAT TalkYourTalk Messi,en,20220802T07 31 41 000Z,Twitter Android,,0,1,0
1554369327071215617,748853535668830208,If tell Ronaldo better Messi don't know ball Simple ,en,20220802T07 31 41 000Z,Twitter Android,,0,0,0
1554369326676729856,1498057091432718336,LosB1ancos Messi say anything Ramos Mourinho,en,20220802T07 31 40 000Z,Twitter Android,,0,0,0
1554369312324042753,1137923042129195008,"WizkidPolice BoluwatifePaul2 SeanGillen9 sooo arrogant Football aside, Messi far humble him",en,20220802T07 31 37 000Z,Twitter Android,,0,1,0
1554369298373947392,1294914494,"That's one way announce First thing I thought I saw 'Imagine reaction Messi, Ronaldo Zlatan goal world class can't wait see damage causes season ",en,20220802T07 31 34 000Z,Twitter Web App,,0,0,0
1554369295936851969,414635851,"Noxoine123 Diertok EIIisV3 make easy Messi, Xavi, Iniesta, Valdez, Puyol started playing Barcelona first team 2005 That's point ",en,20220802T07 31 33 000Z,Twitter Android,,0,0,0
1554369293252378626,1488352927165026305,MessiGunners JackPosobiec wars That's pretty significant,en,20220802T07 31 32 000Z,Twitter Android,,0,0,0
1554369291729895429,1432286945774907394, | Confirmed Xavi happy sign Leo Messi constant contact amp remain good friends Laporta dreaming return well FabrizioRomano [️],en,20220802T07 31 32 000Z,Twitter Android,,0,0,0
1554369252483743745,563433319,"messi like ""mending turu"" ",en,20220802T07 31 23 000Z,Twitter Android,,0,0,0
1554369236486819840,1415625020076871684,FutKaiden FUTonyStark Messi fan ronaldo net worth 1B btw ,en,20220802T07 31 19 000Z,Twitter iPad,,0,0,0
1554369232770461698,762507021270650883,alimophilip Always top Messi,en,20220802T07 31 18 000Z,Twitter Web App,,0,1,0
1554369195390996480,1061670354001821702,"Sana66274257 MadridPreeti don't care man Difference Messi Ronaldo this, Messi quality Ronaldo quantity expect everyone going 2nd best could settle best Aside goals, else Ronaldo waiting",en,20220802T07 31 09 000Z,Twitter Android,,0,0,0
1554369190735142912,1408053905288695816,1realbounty royaldennis16 bettorwannabe Sporf UCL World Cup finals matter ironically Messi choked ,en,20220802T07 31 08 000Z,Twitter Web App,,0,0,0
1554369152097439745,1552562523232149505,SK10Football Messi work smart hard,en,20220802T07 30 59 000Z,Twitter Android,,0,0,0
1554369118962270208,1441231682728710145,profit8lue messi TA dude ,en,20220802T07 30 51 000Z,Twitter Android,,0,0,0
1554369116995293185,1137923042129195008,WizkidPolice BoluwatifePaul2 SeanGillen9 Bruh position Messi can't play GK that's cause stature Put mf CB one gets pass him,en,20220802T07 30 50 000Z,Twitter Android,,0,1,0
1554369108375998464,254441993,"If ever asked greatest footballer is, tell it's person looked imitated peers younger generation Messi CR7 FIFA",en,20220802T07 30 48 000Z,Twitter Android,01b68e946ba11520,0,0,0
1554369045809442816,1393548718448603136,Stats comparison Lionel Messi Man Utd's Ronaldo's stats finals reveals winner ,en,20220802T07 30 33 000Z,dlvr it,,0,0,0
1554369027782463489,902461358523994113,"The kinda energy want, celebrating bandits promoting mediocrity Carter Efe / Wike / Messi / South east ",en,20220802T07 30 29 000Z,Twitter iPhone,,0,0,0
1554369019834236928,701746594979430401,AdvocateMpohla MarinoGilbert1 AlaminAhmed Without Messi psg would lost league like last 2season lost lile,en,20220802T07 30 27 000Z,Twitter Android,,0,0,0
1554369018575872001,2986813930,"JuxLarry Dictating games like messi freaking lie dfkm doesnt even dictate like kane dems, talk less prime messi",en,20220802T07 30 27 000Z,Twitter Android,,0,0,0
1554369017250545664,1283896445934936066,Messi GOAT TalkYourTalk Messi,en,20220802T07 30 27 000Z,Twitter Android,,0,0,0
1554369016797487105,1490076255210905600,"dosted BarcaBuzz Clear likes Ansu, Gavi, Nico, Busquets, Messi, Xavi, Iniesta etc Balde place here, disputing every academy talent 'good enough' please coaches That's what's clear bro ",en,20220802T07 30 27 000Z,Twitter Android,,0,0,0
1554369010564825088,1540828974863065089,Reality Save planet Climate change REAL kindly RETWEET ASUU GoAndVerify climate plastic BBNajiaS7 breastfeeding Messi Asiwaju2023 PeterObiForPresident2023 dollar planet earth pollution ,en,20220802T07 30 25 000Z,Twitter Android,,0,1,0
1554369001282756610,1432286945774907394," | Confirmed FC Barcelona try sign Leo Messi 2023, club dreaming return FabrizioRomano [️]",en,20220802T07 30 23 000Z,Twitter Android,,0,0,0
1554368993472851968,1324734905478119426,MessiVerse belovaluthor Achraf1x GodzMUFC AdiF92010 BarcaUniversal FabrizioRomano zmaxiie YooSlayer835 littlebigman000 riskyfcb FCBSZN AezazSZN chadculer RahilFCB muftimenk Eruma27 DanLFC18 LFCAJ hoopzdomination SwayamCuler JaimyRM always deactivate tbf,en,20220802T07 30 21 000Z,Twitter Web App,,0,1,0
1554368909385601024,1129336774059335681,ESPNFC Chryszeus say trophy made Messi,en,20220802T07 30 01 000Z,Twitter iPhone,,0,0,0
1554368901172977664,1531692382680272897,Messiism Srayosh personal number year ,en,20220802T07 29 59 000Z,Twitter Android,,0,0,0
1554368896173367296,1124462707355181056,"EverythingCR7 Madrid legend Absolutely Even Real dont follow regret ever brought CR big salary won 2 leagues CR left, back track Winning La Liga UCL Madrid king Spain Messi come n ruin ",en,20220802T07 29 58 000Z,Twitter Android,,0,0,0
1554368884878319617,1325500134021451776,the wink Ekitike front Messi’s Ballons d’Or teenager ,en,20220802T07 29 55 000Z,IFTTT,,0,0,0
1554368880042188801,1325500134021451776,Mercato Cristiano Ronaldo wants leave Manchester United Lionel Messi media ,en,20220802T07 29 54 000Z,IFTTT,,0,0,0
1554368875122380800,1325500134021451776,"Transfers PSG, everything seems already tied Lionel Messi ",en,20220802T07 29 53 000Z,IFTTT,,0,0,0
1554368860609949696,1324734905478119426,belovaluthor Achraf1x GodzMUFC AdiF92010 BarcaUniversal FabrizioRomano zmaxiie YooSlayer835 littlebigman000 riskyfcb MessiVerse FCBSZN AezazSZN chadculer RahilFCB muftimenk Eruma27 DanLFC18 LFCAJ hoopzdomination SwayamCuler JaimyRM want stay reason always deactivate btw active discord,en,20220802T07 29 49 000Z,Twitter Web App,,0,1,0
1554368789462061056,1438783671243247622,"UmerAlHashmi 226Oblivion infosfcb Still finished third whilst messi, griezman etc… lost every big game… failed develop youngsters",en,20220802T07 29 32 000Z,Twitter iPhone,,0,0,0
1554368760827428864,1492156160967086080,chadculer SK10Football messi lost 40 anfield shit Even embarrassing losses Messi doesn’t things ,en,20220802T07 29 26 000Z,Twitter iPhone,,0,0,0
1554368758013169664,1449977304873046017,renoomokri Everytime guys reduces SE every aspect hatred much I surprised people dislike Lionel Messi Yiu know means Progress n success attracts envy ,en,20220802T07 29 25 000Z,Twitter Android,,0,0,0
1554368748957614080,1217760894563897345,"OmerZafer9 05220018l gaviotas1901 TonyHypnotic MrFilipeOrlando Where's jealous talk much shit , gotta deliver every single time It don't fail , media come head that's works Messi rarely talk self praise begin with",en,20220802T07 29 23 000Z,Twitter Android,,0,0,0
1554368736945180672,1491794006031802368,"PSGespanol Big difference mbappe never happy another player scores , repeat neymar messi",en,20220802T07 29 20 000Z,Twitter Android,,0,0,0
1554368643445686272,2212131659,My GOAT LIONEL MESSI ,en,20220802T07 28 58 000Z,Twitter iPhone,,0,0,0
1554368632183996416,1268903406435020801,coco002 Ekitipikin Messi/Ronaldo I’m ,en,20220802T07 28 55 000Z,Twitter iPhone,,0,0,0
1554368631609475077,1447691676827496452,Messi GOAT TalkYourTalk Messi,en,20220802T07 28 55 000Z,Twitter Android,,0,0,0
1554368623560499201,1909486087,PSGINT Messi Neymar actually underrated ,en,20220802T07 28 53 000Z,Twitter iPhone,,0,0,0
1554368623548006400,1344792186500603904,Khaljrsoleth BoluwatifePaul2 SeanGillen9 Even Messi retires today better career ,en,20220802T07 28 53 000Z,Twitter iPhone,,0,0,0
1554368561182908416,402850629,"For UK US CANADA CYPRUS AUSTRALIA Contact us today And, let's make dream come true BambamSorry Carter Efe Sam Omatseye Amaka Messi Wike Zack orji BRT Lane Cucurella breastfeeding ",en,20220802T07 28 38 000Z,Twitter Android,,0,0,0
1554368550734807040,2180389757,LM7joe10 MrFilipeOrlando also 2009 Chelsea robbery u think Messi would won ballondor without robbery got amazing dribbling passing left footanf PR that's think better Ronaldo,en,20220802T07 28 35 000Z,Twitter Android,,0,0,0
1554368483374387200,1554216105606057984,"PepoIogy EIIisV3 Imagine starting coaching career team Xavi,Messi,Iniesta,Bousquets,Dinho,Etoo,Henry etc yes built best team manager team done wonders",en,20220802T07 28 19 000Z,Twitter iPhone,,0,0,0
1554368473060499456,1009133226642862080,"So guy good friend Cake Studio one hell funny human ,i ordered Fruit Parfait Natorel3 together it’s always P He’s good barber cuts well Carterefe ASUU BambamSorry Messi ",en,20220802T07 28 17 000Z,Twitter iPhone,0065f09a6666479e,0,4,0
1554368464667791362,1553182541179494400,Messi GOAT TalkYourTalk Messi,en,20220802T07 28 15 000Z,Twitter Android,,0,1,0
1554368416123088897,1294393983032934400,"It's words used Simple mfs bring UCL Camp Nou thing every Messi genuinely gave someone brings words spoken Ronaldo him, it's PR Stfu ",en,20220802T07 28 03 000Z,Twitter Android,,0,0,0
1554368394136547328,238487955,"ciatronicc1 Lewandowski, Messi, Ronaldo etc still killing ""old age"" maybe life happened beast ",en,20220802T07 27 58 000Z,Twitter Android,,0,0,0
1554368368571912192,1414177407435636737,"SK10Football unbiased It's 2 different situations, Ronaldo 's bad came loss ghosting compared Messi came winning game body language won't same",en,20220802T07 27 52 000Z,Twitter Android,,0,2,0
1554368361458450432,902461358523994113,Make dey use politics whine Carter Efe / Wike / South east / Messi ,en,20220802T07 27 50 000Z,Twitter iPhone,,0,0,0
1554368308673032192,1344792186500603904,Khaljrsoleth BoluwatifePaul2 SeanGillen9 Messi sees every player field lol,en,20220802T07 27 38 000Z,Twitter iPhone,,0,0,0
1554368303203684352,1322042125949698048,he's fan justin bieber/ Messi dosen't follow following jennie Kim ️ winmetawin ,en,20220802T07 27 36 000Z,Twitter Android,,1,2,0
1554368294290968576,1140419116395839490,Never thought I would ever see Ramos Messi like ,en,20220802T07 27 34 000Z,Twitter Android,8a927a7056322151,0,0,0
1554368283008180226,1348354421881786370,Ander022 ShoozyAee FabrizioRomano could also say Messi tax then,en,20220802T07 27 32 000Z,Twitter iPhone,,0,0,0
1554368281263235073,1327605003477868544,"SK10Football people different parts world night then,So messi goat people area WTF",en,20220802T07 27 31 000Z,Twitter Android,,0,0,0
1554368275055788033,1669692672,Neymar Dey spoil Messi life ,en,20220802T07 27 30 000Z,Twitter iPhone,,0,0,0
1554368252108713984,1352867335820992512,Messiism asking abt national stock exchange ,en,20220802T07 27 24 000Z,Twitter Android,,0,0,0
1554368239211352064,1297332705504440328,"jayv3 2/8 big finals, ronaldo 1/1 cdr classico messi 0/2",en,20220802T07 27 21 000Z,Twitter iPad,,0,1,0
1554368216452833281,859345835666034688,"BarcaUniversal Koeman wanted dest, depay, lukk, wijnaldum Laporta gave everyone koeman couldn't convince wijnaldum difficult financial situation Koeman messi, griezman, suarez, rakitic kicked suarez rakitic Stop showing agenda koeman wasn't backed ",en,20220802T07 27 16 000Z,Twitter Android,,0,0,0
1554368206466416643,1489191145888534529,"happy new month, yeah pray great peace Carter Efe BambamSorry Sam Omatseye Messi Amaka Wike Start Sancho Okowa Marriage Go Verify BRT Lane Cucurella Schmeichel Tinubu Khalid Zack Orji breastfeeding Rufai Phyna Onne ",en,20220802T07 27 13 000Z,Twitter Android,,0,0,0
1554368197553524736,1369808436884606979,FrenkieDeCarol Achraf1x GodzMUFC AdiF92010 BarcaUniversal FabrizioRomano zmaxiie YooSlayer835 littlebigman000 riskyfcb MessiVerse FCBSZN AezazSZN chadculer RahilFCB muftimenk Eruma27 DanLFC18 LFCAJ hoopzdomination SwayamCuler JaimyRM stay twitter friend carol,en,20220802T07 27 11 000Z,Twitter Android,,0,3,0
1554368183464824832,1511506379747516431,jemson49 legendaryluka1 bibinz7 FarzeenAhmed Messi fan boys— Stad pad dribbling assists superior goals,en,20220802T07 27 08 000Z,Twitter iPhone,,0,0,0
1554368156470231041,1028593244475715584,"MrFilipeOrlando I've always said this, it's always Ronaldo Vs world Messi always everything handed create whole different award 20/21 season lewandowski could give balloon dor Messi says ",en,20220802T07 27 01 000Z,Twitter Android,,0,0,0
1554368133565235200,1344792186500603904,"BoluwatifePaul2 Khaljrsoleth SeanGillen9 Messi triumph playmaker goal scorer, guy he’ll cooked fans team plays he’ll win trophy ",en,20220802T07 26 56 000Z,Twitter iPhone,,0,1,0
1554368090636374017,1547171971552665600,"️ Jose Mourinho ""It's much harder Cristiano Ronaldo Lionel Messi "" //t co/dUUTbDMvjV",en,20220802T07 26 46 000Z,Twitter Android,,0,0,0
1554368086890975234,1459492333385302016,"Man wan dey Happy, man wan dey alright ️ Carter efe machala messi wike ",en,20220802T07 26 45 000Z,Twitter Android,,0,2,0
1554368082528948226,1909486087,"psgboise PSGINT Integralmufc Good points you’re talking Man United fan original comment never PSG coaches first place everyday, runofthemill manu Messi h8ter trynna slander Probs never watched single Ligue 1 match outside UCL ",en,20220802T07 26 44 000Z,Twitter iPhone,,0,0,0
1554368063520313345,1028041973456949250,"pltzcn laligafarmers okeyjames TenSlag Everything Messi way better consistently, you're proving point",en,20220802T07 26 39 000Z,Twitter Android,,0,0,0
1554368025914183682,2180389757,"LM7joe10 MrFilipeOrlando far ahead Ballondor v take 2 Ronaldo ranked times Messi golden Boots Ronaldo top scorer FOOTBALL HISTORY playmaker awards , Ronaldo uefa toty mid 5 times trophyWith Portugal won 2 If v ignr ballondor iniesta vvd lewa ",en,20220802T07 26 30 000Z,Twitter Android,,0,0,0
1554368014048530432,1330552615495733249,"demonican Crazy definitely, would play together, Messi isn't player anymore can't play wings",en,20220802T07 26 27 000Z,Twitter iPhone,,0,0,0
1554367935329730560,1137923042129195008,WizkidPolice BoluwatifePaul2 SeanGillen9 thing guy Messi Goals that's cause played far games Penaldians won't see that,en,20220802T07 26 09 000Z,Twitter Android,,0,1,0
1554367884679430145,1254609891219701761,thegoat10leo davidme05506158 TimelineCR7 Dude messi spent 15 years laliga Ronaldo spent 9,en,20220802T07 25 57 000Z,Twitter iPhone,,0,0,0
1554367867751211008,1178817730885099521,MrFilipeOrlando Messi won whole balon do'r PR whole balon ,en,20220802T07 25 53 000Z,Twitter Android,,0,0,0
1554367781033885697,1239930118283448321,AlbicelesteTalk spoilt messi,en,20220802T07 25 32 000Z,Twitter Android,,0,0,0
1554367774369128448,1527250940847341568,CharlesChisom77 RickyGodisgreat VettelAMR Messi got better Goal‍♂️ ur research reply,en,20220802T07 25 30 000Z,Twitter Android,,0,0,0
1554367749257719808,1465663428958240782,"RonaldoW7 even bothered watch game did, even bothered focus everything except Neymar Messi best player field acting engine team Start watching full games try football analytics ",en,20220802T07 25 24 000Z,Twitter Android,,0,0,0
1554367730152837122,1347309844110446598,VettelAMR Don’t care Post Messi slander Ronaldo prop ,en,20220802T07 25 20 000Z,Twitter iPhone,,0,0,0
1554367715133079552,1536421063554383872,Messi GOAT TalkYourTalk Messi,en,20220802T07 25 16 000Z,Twitter Web App,,0,1,0
1554367601014411264,1525106382638403584,"Funny videos penalty shoot match, realmadrid manchester arsenal messi ronaldo cr7 football livepool barcelona premierleague ",en,20220802T07 24 49 000Z,Twitter Android,,0,0,0
1554367599697604608,1538442800890404864,Messiism keyboard showing favorite ,en,20220802T07 24 49 000Z,Twitter Android,,0,2,0
1554367534387720193,913562335226167296,Hellowo38634542 EverythingCR7 saying messi didn't show training barca 2020 doesn't make less legend club ok leaving times players try force ways unless something terrible like move rival upset fans some,en,20220802T07 24 33 000Z,Twitter Web App,,0,0,0
1554367527593074689,1369808436884606979,FrenkieDeCarol Achraf1x GodzMUFC AdiF92010 BarcaUniversal FabrizioRomano zmaxiie YooSlayer835 littlebigman000 riskyfcb MessiVerse FCBSZN AezazSZN chadculer RahilFCB muftimenk Eruma27 DanLFC18 LFCAJ hoopzdomination SwayamCuler JaimyRM W carol ,en,20220802T07 24 31 000Z,Twitter Android,,0,2,0
1554367520660160512,839842670541434880,Messi fans nothing enjoy ,en,20220802T07 24 30 000Z,Twitter Android,,0,1,0
1554367466989559809,1344792186500603904,Khaljrsoleth BoluwatifePaul2 SeanGillen9 Messi gets compared guy Technical ability he’s miles behind Messi ,en,20220802T07 24 17 000Z,Twitter iPhone,,0,0,0
1554367437486825472,350177195,nocontextfooty messi Supposed Aguero ,en,20220802T07 24 10 000Z,Twitter Android,,0,0,0
1554367380750749696,716895594569011200,moltres1309 LarsIngemann commonW SK10Football messi PSG lost ligue 1 logic,en,20220802T07 23 56 000Z,Twitter Android,,0,0,0
1554367350123937792,1516466416211619840,"cassiansconnor I think depends interests Kim K might popular person consume pop media you're pop culture, isn't sports, everyone knows messi ronaldo don't follow sports all, won't know",en,20220802T07 23 49 000Z,Twitter iPhone,,0,2,0
1554367312504819712,1379660228455632897,PSGINT add idolo psg fan wont slander cause messi,en,20220802T07 23 40 000Z,Twitter Web App,,0,0,0
1554367261850439680,856902969652117504,Master Messi ,en,20220802T07 23 28 000Z,Twitter Android,,0,1,0
1554367224298606592,1533817202847076352,JJculer21 Messiism KunalXgoat Dybala great player imo actually help roma,en,20220802T07 23 19 000Z,Twitter Android,,0,0,0
1554367218397356032,845420641,nharnarhquasi Read again… Guy never said Salah Messi saying Salah dictating games plays deciding games like Messi prime Na lie,en,20220802T07 23 18 000Z,Twitter iPhone,,0,0,0
1554367151544209408,1547901311584456704,"messisdgoat 7RCris EverythingCR7 Last time checked football team sport Even Mbappe scored Madrid “GOAT” much farmers league Please ask Messi come premier league, stop playing Uber Eats ",en,20220802T07 23 02 000Z,Twitter iPhone,,0,0,0
1554367139561328641,1248146575748030471,juanperez2000 notice posted mission accomplished CR's euro win football won copa win messi It's clear day media dickrides messi,en,20220802T07 22 59 000Z,Twitter Android,,0,0,0
1554367133550780416,201404158,footballdaily guys going auction Messi’s ballon d’or next,en,20220802T07 22 58 000Z,Twitter iPhone,,0,0,0
1554367098851364865,1129336774059335681,RMAOptimist SK10Football If Messi sangho Rashford he’d goals lol reason less goals assists two,en,20220802T07 22 49 000Z,Twitter iPhone,,0,1,0
1554367092119437312,1459674547167371268,She's 10 get yansh Asuu Messi ,en,20220802T07 22 48 000Z,Twitter Android,,2,2,0
1554367073559744513,1533396331951230976,"WinsAndTies Flashboicfc DeadlineDayLive NathanGissing Infact Messi, Ronaldo, Haaland, De Bruyne Virgil Van Dijk combined course he’s worth £800m",en,20220802T07 22 43 000Z,Twitter iPhone,,0,0,0
1554367051791093760,330672807,majesticalking factosonly TimelineCR7 Lies messi kicked barcelona Look date shut dont lie took around week get signed Messi kicked 08/05 08/11 proved point y’all literally say anything ,en,20220802T07 22 38 000Z,Twitter iPhone,,0,0,0
1554367036356104192,1331454331900465152,tamrma1 IconicCristiano crisrxno Messi created 2 chances completed 5 dribbles,en,20220802T07 22 34 000Z,Twitter iPad,,0,0,0
1554367035903283203,1099915012037099521,Lewandowski’s preferred destination Barcelona move fails revealed Transfer Sport barcelona Lewandowski BBnaija Messi Wizkid Davido,en,20220802T07 22 34 000Z,notice com ng,,0,0,0
1554366975408840705,1061670354001821702,cr7raprhymes ESPNFC Messi alone won Ballon d based individuality Cr7 never won 5 Ballon meant best player best player doesn't come team won UCL 4 cr7 ballon d ors came coz UCL robbed ribery,en,20220802T07 22 20 000Z,Twitter Android,,0,0,0
1554366769455931393,1524662239504236545,"Messiism nothysteric30 KunalXgoat Yeah playing win europa season, Paulo Dybala",en,20220802T07 21 31 000Z,Twitter Android,,0,1,0
1554366748253687808,1534264343994540032,Socialite Cubana chief priest reacts man called looking ASUU • Khalid • Amaka • Deji • Marriage • Messi • BambamSorry • BBNaija   • Osama bin Ladin ,en,20220802T07 21 26 000Z,Twitter iPhone,,0,1,0
1554366744198025217,1553759592139849728,"OfOkija Messilizer I ask u question If ramos took penalty instead Neymar, Ramos would 2 goals u would say would motm Motm based performance penalty scored wasn't assist deflected messi utilised brilliance",en,20220802T07 21 25 000Z,Twitter Web App,,0,0,0
1554366741085659139,1096796508249300992,Messi lends Suarez £12m private jet go seal emotional Nacional return LUIS SUAREZ sealed sensational return first club Nacional Uruguay thanks helping hand best friend Lionel Messi ,en,20220802T07 21 24 000Z,Twitter Android,,0,1,0
1554366607975239680,1259152163428859904,My GOAT ️ Messi ,en,20220802T07 20 52 000Z,Twitter Android,,0,0,0
1554366590803517441,913562335226167296,"Hellowo38634542 EverythingCR7 Good god many things wrong comment ""Back stabbing"" wanting leave team means you're back stabbing Messi wanted leave barca 2020 mean he's barca legend News flash multiple legends league if",en,20220802T07 20 48 000Z,Twitter Web App,,0,0,0
1554366579776753666,1476856767006994432,"Few days ago, Cristiano Ronaldo broke young fans phone stadium Last night, young fan taken away security Messi stopped boy take selfie Choose GOAT wisely ",en,20220802T07 20 46 000Z,Twitter Android,,4,33,1
1554366573414170624,1500925811595042822,tomadwar Messi good currently fire aende,en,20220802T07 20 44 000Z,Twitter Android,,0,0,0
1554366471308017665,1537728683292639233,pndz BarcaTimes 100 knowledge please tell last La Maisa graduate became huge star Barca year since Lionel Messi,en,20220802T07 20 20 000Z,Twitter iPhone,,0,0,0
1554366457210863616,1171791180,ViniVidiRichie leakcr7 footbalIrecords Also Messi goals inside box yet it's Ronaldo camps inside box,en,20220802T07 20 16 000Z,Twitter Android,,0,0,0
1554366393562316800,856902969652117504,Master Messi ,en,20220802T07 20 01 000Z,Twitter Android,,0,0,0
1554366322271731717,1396371023809982464,Leo Messi goat ,en,20220802T07 19 44 000Z,Twitter iPhone,,0,0,0
1554366300767518723,1325161649066696704,Happy new month taking bookings already Check page ig iamphonic Start Sancho Messi Garnacho Carter Efe ,en,20220802T07 19 39 000Z,Twitter iPhone,,0,1,0
1554366272019828737,2986813930,JuxLarry Lmao even close virgin messi,en,20220802T07 19 32 000Z,Twitter Android,,0,0,0
1554366240038309889,137679846,oshewblaze ESPN account obsessed Messi smh,en,20220802T07 19 25 000Z,Twitter Android,,0,1,0
1554366225568112642,1235508300323491840,"SK10Football keep forcing useless things messi, getting paid lick spit",en,20220802T07 19 21 000Z,Twitter Android,,0,0,0
1554366166973521921,1349678010128093184,messigoated Disadvantage Twitter,en,20220802T07 19 07 000Z,Twitter Android,,0,0,0
1554366162212982784,1537482640105914369,yevaleva Messi goat,en,20220802T07 19 06 000Z,Twitter iPhone,,0,0,0
1554366126007762944,730408791217410052,"ESPNFC Everyone wants like cristiano , even coopying tweets shame , Messi supported media 24/7 even literally nothing , cristiano everyone talk , big difference bigger football ‍♂️",en,20220802T07 18 57 000Z,Twitter iPhone,,0,0,0
1554366120018182145,766661911261896704,What better sound uplifts spirits assures us better tomorrow oja taping global blessings Kanu represents footballer Urging Nigerians persevere Jisinu ike Anyi gaenwe mmeri Happy birthday papilokanu igbo messi ,en,20220802T07 18 56 000Z,Twitter iPhone,,1,3,0
1554366118734741504,2558030421,"The way Barca fans think every youngster La Masia reach heights Iniesta, Xavi Messi laughable ",en,20220802T07 18 56 000Z,Twitter iPhone,,0,0,0
1554366114062376960,1338475805056393219," 1 Billion cryptocurrency users 2030, binance became sponsor F C Rapid, Messi gets paid crypto, Formula 1 amp World Cup Qatar 2022 sponsored cryptocom… haven't booked ""Blockchain Adventure"" course yet❓ ❗",en,20220802T07 18 54 000Z,Twitter Web App,,0,0,0
1554366105682051072,793436175155560448,Transfers Joan Laporta’s recent interviews media seen Barcelona president talk possibility resigning LionelMessi 2023 Continue reading | 10z Soccer,en,20220802T07 18 52 000Z,Twitter Web App,,0,0,0
1554366044634230784,1553759592139849728,"7RCris itsnotfakhrul messisdgoat EverythingCR7 Messi literally won finalismma French super Cup motm , whereas penaldo knocked man United FA Cup missing penalty 3rd division team U talking penalty dude messi non penalty goals career Ronaldo ",en,20220802T07 18 38 000Z,Twitter Web App,,0,0,0
1554366038237745152,865178710521131008,"If really liked,retweeted listened songs God bless IJN I really appreciate love show ️ ️ Please comment favorite songs going motivate Start Sancho Carter Efe Messi Go Verify Thug Lekki ASUU ",en,20220802T07 18 36 000Z,Twitter iPhone,,3,15,0
1554366011503267840,1354451733720788992,"This good thread I feel comparison neverending one like ‘Ronaldo vs Messi’, ‘iOS vs Android’ likes ",en,20220802T07 18 30 000Z,Twitter iPhone,,0,0,0
1554365939218583552,3737131698,Man thinks he's Lionel Messi ,en,20220802T07 18 13 000Z,Twitter Android,,0,3,0
1554365922529255429,1485566665719164931,"Ladies Gents, Lionel Messi’s biggest D rider, Logan Paul ‘s biggest meat slurper BACK ",en,20220802T07 18 09 000Z,Twitter iPhone,,1,2,0
1554365916502163457,1368115958,"Sporf Let’s honest here, Messi hasn’t done anything spectacular PSG PR trying hard give credits",en,20220802T07 18 07 000Z,Twitter iPhone,,0,0,0
1554365904728702976,1533817202847076352,"JJculer21 Messiism KunalXgoat Cool, I'll ping exactly 9 55 ritual Till then, I'll collect things",en,20220802T07 18 05 000Z,Twitter Android,,0,1,0
1554365887121170433,1501127631214886912,"Opinion – Messi True King Football, CR7, stated social media days ago ",en,20220802T07 18 00 000Z,WordPress com,,0,0,0
1554365780371849217,1147833099411173376,But Barcelona really wanted keep Messi would pulled money laundering activities earlier kept ,en,20220802T07 17 35 000Z,Twitter iPhone,,0,0,0
1554365699153219584,1324734905478119426,Circle 3 Achraf1x GodzMUFC AdiF92010 BarcaUniversal FabrizioRomano zmaxiie YooSlayer835 littlebigman000 riskyfcb MessiVerse FCBSZN belovaluthor AezazSZN chadculer RahilFCB muftimenk Eruma27 DanLFC18 LFCAJ hoopzdomination SwayamCuler JaimyRM,en,20220802T07 17 16 000Z,Twitter Web App,,0,2,0
1554365678219448323,1433062655208538115,Labeebms MrFilipeOrlando Overcoming Ronaldo Messi far ahead Ronaldo ,en,20220802T07 17 11 000Z,Twitter Android,,1,0,0
1554365645705428993,1522674898690265089,BabaAhmed Reveals He's Is Ashamed Buhari Peter Obi's Running Mate BambamSorry Datti ASUUStrike Messi BBNaija Osama Bin Laden Amaka Dubai Fati Harden IPOB BREAKING NEWS Wike breastfeeding NickiMinaj BBNaija7 Wizkidfc ,en,20220802T07 17 03 000Z,Twitter Web App,,0,2,0
